제목,본문,날짜,링크
"고려 숨결 담긴 석탑 2건 국보 됐다…""불교 문화 간직""","국가유산청은 고려시대 석탑 2건을 국가지정문화유산 국보로 지정했다고 19일 밝혔다. 순천과 안동, 화성의 조선시대 사찰누각 3건도 보물로 지정 예고했다.  국보로 지정된 석탑은 '서산 보원사지 오층석탑'과 '예천 개심사지 오층석탑'이다. 서산 보원사지 오층석탑은 고려 광종 때인 10세기 중반에 건립된 석탑으로 고려 왕실과 불교와의 관계, 고려시대 건축 기법 등을 간직하고 있어 학술적 가치가 크다.  고려 현종 때 만들어진 예천 개심사지 오층석탑도 구체적인 건립 시기와 과정, 당시 사회상 등을 담고 있는 귀중한 유산이다. 우리나라의 석탑 조성시기를 알 수 있는 '편년 기준'으로도 활용할 수 있어 의미가 남다르다.   보물로 지정 예고된 사찰누각 3건은 조선시대 후기인 17~18세기에 건립된 유산이다. 사찰누각은 사찰의 중심 불전 앞에 위치해 예불과 설법 등의 행사가 이루어지는 공간이다. 불교 문화를 상징하는 건축유산이지만 현존 사찰누각 중 보물로 지정된 곳은 4건에 불과하다.  유산청은 2023년부터 전국 사찰누각 38건을 조사해 이 중 순천 송광사 침계루, 안동 봉정사 만세루, 화성 용주사 천보루 등 3건을 지정 예고했다. 이들 사찰은 당시의 건축 양식과 지역간 건축 기법의 교류 형태, 역사적 배경 등을 담고 있다.  유산청은 사찰누각 3건에 대해 30일간 의견을 수렴한 후 문화유산위원회 심의를 거쳐 보물로 최종 지정할 예정이다.  유산청 관계자는 ""앞으로도 우수한 가치를 지닌 문화유산을 국가지정유산으로 지정해 체계적으로 보존해 나가겠다""고 말했다.",2025.12.19. 오후 1:59,https://n.news.naver.com/mnews/article/008/0005294313
"[속보]법원 ""남산 곤돌라 사업 계획 취소""...서울시 패소",19일 서울행정법원.,2025.12.19. 오후 1:59,https://n.news.naver.com/mnews/article/008/0005294312
"롯데관광개발, '세계 최대' 크루즈 기업 우수 파트너 됐다","롯데관광개발은 글로벌 대표 크루즈 선사 '코스타 크루즈'의 우수 파트너로 선정됐다고 19일 밝혔다.  롯데관광개발은 최근 코스타 크루즈의 대표 선박 '코스타 스메랄다'에서 열린 '2026 코스타 글로벌 서밋'에 참석했다. 코스타 글로벌 서밋은 세계 최대의 크루즈 기업인 코스타 크루즈가 전세계 주요 파트너사를 초청해 개최하는 대형 행사다.  롯데관광개발은 이 기간 열린 우수 파트너 시상식에서 '오버 더 탑'을 수상했다. 세계 시장에서 탁월한 성과와 파트너십을 구축한 기업에게 수여하는 상을 받은 것이다.  롯데관광개발은 국내 크루즈 시장에서 선도적인 입지와 성과를 인정받은 결과라고 설명했다. 롯데관광개발은 2010년부터 코스타 크루즈와 협력해 한국뿐만 아니라 지중해, 두바이 등 다양한 지역에서 상품을 운영하고 있다.  백현 롯데관광개발 대표이사(사장)는 이 기간 마리오 자네티 코스타 크루즈 사장을 만났다. 이들은 내년 6월과 9월 2회 운항하는 한국 출발 전세 크루즈 계약을 체결하는 등 협력관계를 강화했다.  백 사장은 ""수상은 지난 16년간 코스타 크루즈와 함께 한국 시장을 개척해 온 노력과 신뢰가 만들어낸 성과""라며 ""앞으로도 세계 최고 수준의 상품과 차별화된 서비스로 우리 크루즈 산업의 발전을 이끌겠다""고 말했다.",2025.12.19. 오후 1:58,https://n.news.naver.com/mnews/article/008/0005294311
[인사] 교보증권,<승진>  ◇상무 △Equity사업본부장 김태현 △투자금융본부장 성백관 △프로젝트금융본부장 이충원  <신임>  ◇상무 △준법감시인 김찬우 △감사담당 유진혁,2025.12.19. 오후 1:57,https://n.news.naver.com/mnews/article/008/0005294310
"공수처, '특검 편파수사 의혹' 수사 착수…""파견검사 공범 수사 가능""","고위공직자범죄수사처(공수처)가 민중기 특별검사의 편파수사 의혹 사건을 수사하기로 결정했다. 특검이 공수처의 수사 대상이 포함되는지 검토한 뒤 내린 결정이다. 공수처법상 특검과 특검보를 수사 대상으로 볼 수는 없지만 파견검사의 공범에 해당한다고 보고 수사가 가능하다고 판단했다.  공수처는 19일 언론 공지를 통해 편파수사 의혹 사건을 수사4부(부장검사 차정현)에 배당했다고 밝혔다.  공수처는 지난 17일 민 특검과 수사팀을 직무유기 혐의로 고발한 사건을 경찰로부터 이첩받은 후 수사 대상 여부를 검토해왔다. 경찰은 고발대상에 특검 파견검사가 포함됐다는 이유 등으로 공수처 이첩을 결정했다. 공수처법에 따르면 검사는 공수처의 수사 대상이고 공수처 외 다른 수사기관이 검사의 범죄 혐의를 발견한 경우 사건을 공수처에 이첩해야 한다. 하지만 특검이 공수처 수사 대상에 포함되는지에 대해선 명확한 규정은 없다.  특검은 사건을 검토한 결과 민 특검과 특검보에 대한 수사가 가능하다고 판단했다.  공수처법 제2호 4호 가목에 따르면 고위공직자와 △공동정범(공범) △교사범 △종범의 관계에 있는 자가 고위공직자범죄를 저지른 경우 이를 수사할 수 있다. 즉 공수처법상 특검과 특검보는 검사가 아니기 때문에 직접적인 수사 대상에 해당하지 않지만 관련범죄 조항을 활용하면 파견검사의 공범으로 직무유기 등 혐의 수사가 가능하다는 설명이다.  아울러 특검에 파견된 검사가 공수처의 수사대상인지에 대해서도 검사로서의 신분을 유지하면서 수사, 공소제기 여부의 결정 및 공소유지 업무를 수행하는 점에 비춰 파견검사도 공수처의 수사 대상으로 볼 수 있다고 설명했다.  편파수사 의혹은 통일교 정치권 로비 수사 과정에서 불거졌다. 국민의힘은 민 특검팀이 지난 8월 통일교 3인자인 윤영호 전 통일교 세계본부장으로부터 ""민주당 인사들에게도 금품을 제공했다""는 취지의 진술을 확보하고도 수사하지 않았다""며 직무유기 혐의로 고발했다.  해당 의혹에 연루된 전재수 전 해양수산부 장관 등 더불어민주당 전·현직 인사들도 정치자금법 위반·뇌물수수 혐의로 고발됐다. 윤 전 본부장은 전 전 장관에게 2018년~2020년 현금 수천만원과 명품 시계 2점을 주면서 한일 해저터널을 청탁했다고 특검에 진술했다. 전 전 장관은 혐의를 부인하면서도 사퇴한 이후 경찰 수사를 받고 있다.",2025.12.19. 오후 1:53,https://n.news.naver.com/mnews/article/008/0005294308
"여교사 '딥페이크 음란물' 만든 10대, 재판중 성인 돼 형량 늘었다","여교사 등 주변 인물의 얼굴 사진으로 '딥페이크 음란물'을 제작한 고등학생이 재판 과정에서 성인이 돼 2심에서 형량이 늘었다.  19일 뉴스1에 따르면 인천지법 형사항소3부(부장판사 최성배)는 성폭력범죄의처벌등에관한특례법상 허위 영상물 편집 등 혐의로 기소된 A군(19)의 항소심에서 징역 3년을 선고했다.  A군은 앞선 1심 재판에서 소년법이 적용되는 만 19세 미만 미성년자였기 때문에 장기 1년6개월, 단기 1년의 부정기형을 선고받았다.  이후 항소심 재판 과정에서 A군이 성인이 되면서 부정기형이 아닌 정기형을 선고받게 된 셈이다.  2심 재판부는 ""피고인은 합성으로 교사 등의 나체 사진을 만들어 자극적 문구와 함께 SNS(소셜미디어)에 게시했다""며 ""범행 경위와 수법 등을 보면 인격 살인으로 볼 수 있을 정도로 죄질이 매우 불량하다""고 지적했다.  그러면서 ""교사들이 입은 정신적 충격이 상당해 보이고, 같은 시기에 학원 강사와 인플루언서 등의 나체 사진을 합성해 SNS에 공유하는 범죄를 저지르기도 했다""며 ""피해자 얼굴이 그대로 노출됐던 탓에 피해가 회복되기 어려운 수준""이라고 부연했다.  재판부는 ""유사 범죄가 끊이지 않는 세태에 경종을 울리기 위해 실형 선고가 불가피하다""며 ""다만 피고인이 잘못을 인정했고, 부모의 보살핌을 제대로 받지 못한 어려운 가정환경에 있었음을 고려해 형을 정했다""고 밝혔다.  A군은 지난해 7월 자신이 다니던 고등학교 여교사 2명과 선배, 학원 강사 등을 상대로 인공지능(AI) 딥페이크 음란물을 제작해 트위터에 유포한 혐의로 재판에 넘겨졌다.  수사 과정에서 A군은 ""(피해자들이) 예뻐서 그랬다""는 취지로 범행을 시인했다. 사건 발생 후 A군은 인천시교육청 교권보호위원회 심의 후 '퇴학' 처분받았다.",2025.12.19. 오후 1:53,https://n.news.naver.com/mnews/article/008/0005294307
"고려아연, '희망2026 나눔캠페인' 성금 30억원 기부","고려아연이 연말을 맞아 이웃사랑 성금 30억원을 사회복지공동모금회에 기탁했다고 19일 밝혔다.  고려아연은 지난 2007년 사회복지공동모금회 기부를 시작으로 매년 희망나눔 성금을 전달하고 있다. 이번에 전달한 30억원을 포함해 고려아연이 사회복지공동모금회에 전달한 기부금은 총 397억원이다. 사회복지공동모금회는 고려아연이 전달한 기부금이 소외계층 지원사업 등에 쓰일 수 있도록 배분한다.  고려아연은 △전국 취약계층 물품지원 사업 '희망풍차' △노원구 청소년 장학사업 '려(麗)' △통영적십자병원 도서지역 무료 순회진료 등을 사회복지공동모금회를 통해 지원하고 있다. 또 매년 10억원 상당의 성금은 온산제련소가 위치한 울산의 지역사회 취약계층을 위해 쓰이도록 지정 기탁하고 있다.  정무경 고려아연 사장은 ""사회복지공동모금회에 전달한 기부금이 우리사회 안전망을 조금 더 촘촘히 만드는 데 보탬이 되길 바란다""며 ""앞으로도 '국가발전에 대한 기여'라는 회사의 창립이념을 실현하기 위해 지속가능한 나눔 활동을 고민하고 실천해 나갈 것""이라고 말했다.",2025.12.19. 오후 1:52,https://n.news.naver.com/mnews/article/008/0005294306
"저무는 TV시대…오스카 시상식, 유튜브서 '독점' 생중계","미국 아카데미 시상식(오스카)이 2029년부터 유튜브에서 '독점 생중계' 된다.  18일(현지시간) 미국 NBC뉴스 등에 따르면 오스카를 운영하는 미국 영화예술과학아카데미는 2029년부터 2033년까지 5년간 구글의 동영상 플랫폼 유튜브를 통해 독점 공개한다고 밝혔다.  이에 따라 2029년 개최 예정인 제101회 오스카 시상식부터 유튜브가 공식 중계 플랫폼이 된다. 오스카 시상식은 1970년대 이후 줄곧 ABC를 통해 생중계돼 왔다. 그런데 최근 들어 시청률이 눈에 띄게 하락했다.  오스카 시상식 시청률은 1998년 '타이타닉'이 11관왕에 오르며 약 5500만 명이 시청한 이후 장기 하락세를 보여왔다. 가장 최근 시상식의 시청자 수는 약 2000만 명으로 전성기에 크게 못 미친다.  아카데미 CEO 빌 크레이머와 회장 린넷 하웰 테일러는 공동 성명에서 ""새로운 참여 방식을 도입하는 계기가 될 것""이라고 말했다.  이번 계약은 방송 중심이던 할리우드 대표 시상식이 디지털·스트리밍 중심으로 이동하는 상징적 전환으로 평가된다. 유튜브는 최근 닐슨 집계 기준 미국 내 TV 스트리밍 시청 점유율 1위를 기록하는 등 영향력을 확대하고 있다.  닐 모한 유튜브 CEO는 ""오스카는 스토리텔링과 예술성을 기리는 핵심 문화 자산""이라며 ""새로운 세대의 창작자와 영화 팬들에게 영감을 주는 동시에 오스카의 유산을 지켜 나갈 것""이라고 말했다.",2025.12.19. 오후 1:51,https://n.news.naver.com/mnews/article/008/0005294305
[인사] 질병관리청,◆질병관리청  <전보> ▷국장급 △정통령 의료안전예방국장,2025.12.19. 오후 1:51,https://n.news.naver.com/mnews/article/008/0005294304
"GC녹십자, '코로나 mRNA 백신' 임상 1상 승인…질병청 ""전폭 지원""","GC녹십자가 식품의약품안전처로부터 코로나19 mRNA 백신 후보물질에 대한 임상 1상 시험계획(IND)을 승인받았다.  19일 질병관리청 국립보건연구원에 따르면 '팬데믹 대비 mRNA 백신 개발 지원 사업(R&D)'의 수행기관인 GC녹십자가 전날 식약처로부터 IND 승인을 받고 임상시험에 착수한다.  질병청 지원사업은 오는 2028년까지 5052억원이 투입되는 대규모 사업이다. mRNA 기술을 활용해 국산 코로나19 백신을 신속 개발하고, 향후 발생할 수 있는 새로운 감염병에 빠르게 대응할 백신 개발 체계(플랫폼)를 구축하기 위해 시작됐다.  질병청은 코로나19 mRNA 백신 후보물질의 제품화를 목표로 GC녹십자 등 과제수행기관과 협력을 이어갈 예정이다. 식약처 등 관련 부처와 협력을 통해 규제·재정·기술 지원도 지속한다.  임승관 질병관리청장은 ""이번 mRNA 백신의 임상 승인은 코로나19 백신 국산화를 위해 민간과 정부가 함께 이뤄낸 중요한 성과""라며 ""앞으로도 연구가 성공적으로 진행될 수 있도록 부처 간 협업과 지원을 아끼지 않겠다""고 말했다.  이어 ""mRNA 플랫폼의 확보는 코로나19뿐만 아니라 향후 다양한 감염병과 암 백신, 희귀질환 치료제 등에 활용될 수 있는 만큼 질병관리청은 임상 1상 과제의 성공을 위한 다부처 협업 등 다각도의 지원을 아끼지 않을 것""이라 강조했다.",2025.12.19. 오후 1:51,https://n.news.naver.com/mnews/article/008/0005294303
국회 퇴직자 영입 최대 기업은 '쿠팡'…삼성·SK보다 많았다,"최근 6년간 국회 퇴직 공직자의 취업 심사를 분석한 결과 97% 이상이 '취업 가능' 혹은 '승인' 결정을 받은 것으로 나타났다. 퇴직자들 절반 이상이 민간기업에 입사했고, 쿠팡 비중이 가장 높았다.  경제정의실천시민연합(경실련)이 19일 서울 종로구 경실련에서 발표한 '국회 공직자 퇴직 후 취업 현황'에 따르면 취업제한 심사를 신청한 국회 퇴직자 405건 중 394건(97.28%)이 '취업 가능' 결정을 받은 것으로 나타났다. 취업 심사를 받은 국회 공직자 중 보좌진이 251명으로 전체의 57.3%를 차지했다.  경실련은 2020년부터 올해 12월까지 최근 6년간 국회의원과 보좌진 등 국회 공직자의 취업 심사 438건을 전수 분석했다. 취업 심사 제도는 퇴직 공무원의 재취업 시 퇴직 전 업무와 새 직장에서의 업무 간 연관성을 심사하는 제도다.  경실련 조사에 따르면 취업승인 심사를 신청한 국회 퇴직자 33건은 모두 '승인' 결정을 받았다. 다만 경실련은 취업이 제한되거나 보류된 11건도 추후 취업 가능 또는 취업 승인을 받은 것으로 의심된다고 주장했다.  퇴직자 중 절반 이상인 57%(239건)가 민간 기업으로 자리를 옮긴 것으로 조사됐다. 기업 규모와 성격 별로는 △삼성과 현대 등 대기업·재벌 계열사 취업이 126건(28.8%) △중견·중소 일반 민간기업이 113건(25.8%) △공공부문이 78건(17.8%) △로펌 등 전문서비스 법인이 61건(13.9%) △협회 조합 등 이해관계단체가 48건(11%) △민간 교육 의료 연구기관이 12건(2.7%) 순이었다.   기업별로 보면 쿠팡이 16건으로 가장 많았다. 경실련은 공정거래와 노동 등 국회 관련 이슈가 많은 대표적 플랫폼 기업이기에 대관 수요가 높아 가장 많은 인력을 영입한 것으로 분석했다. 그 뒤로는 △LG 11건 △SK 10건 △삼성 9건 등 순이었다. 대부분 보좌관이었다.  경실련은 ""국회는 입법·예산·국정감사 등 막강한 권한을 행사하는 기관""이라며 ""국회 공직자가 퇴직 후 직무와 연관된 피감기관이나 대기업, 로펌 등으로 직행하는 것은 정경유착·전관예우를 야기한다""고 지적했다.  이어 △국회의 사정을 고려한 직무관련성 심사 강화 △기관업무 기준 적용 확대(보좌진 포함) △취업승인 요건 강화 △심사 결과에서 구체적 사유 공개 의무화 등 실질적인 제도 개선을 촉구했다.",2025.12.19. 오후 1:49,https://n.news.naver.com/mnews/article/008/0005294302
"이억원 위원장 ""연 3~6%대 저금리 서민금융상품 새롭게 공급""","이억원 금융위원장은 금융소외자를 대상으로 연 3~6%의 저금리 서민금융상품을 새롭게 공급한다고 밝혔다.  이 위원장은 19일 금융위의 내년 업무보고를 통해 ""사람 살리는 금융을 하겠다""며 ""저신용자의 고금리 문제를 개선할 것""이라고 밝혔다.  이를 위해 금융소외자 대상으로 연 3~6%대 저금리 서민금융상품을 새롭게 공급한다. 그는 ""연체자가 유일하게 받을 수 있는 대출상품인 불법사금융예방 대출 금리가 15.9%로 금리가 너무 높다""며 ""성실상환시 5~6.3%로 금리를 대폭 인하한다""고 말했다.  이어 ""기초생활수급자, 차상위계층의 생계자금대출을 3배 이상 확대하고, 청년은 능력보다 가능성을 보고 기존대출 상품 대출거절시에도 학원비, 창업준비금 등 사회진입에 필요한 자금을 청년 전용 마이크로 크레딧 대출로 공급할 것""이라고 부연했다. 정책서민대출을 성실하게 상환하면 은행 신용대출인 징검다리론으로 연계하는 방안도 제시했다.",2025.12.19. 오후 1:48,https://n.news.naver.com/mnews/article/008/0005294301
"'활동 중단' 샤이니 키, 2일 만에 SNS에 올린 글 보니…","그룹 샤이니 키가 이른바 '주사 이모'라고 불리는 무면허자로부터 불법 의료 시술을 받았다고 인정한 후 활동을 중단한 지 이틀 만에 SNS(소셜미디어)에 사진을 올렸다.  19일 키는 자신의 SNS에 'smile brother, smile. miss you. (웃어 형 웃어. 보고 싶어)' 라는 문구와 함께 사진 한 장을 올렸다. 사진에는 샤이니 멤버 고(故) 종현의 모습이 담겼다. 종현의 8주기에 고인을 향한 그리움을 드러낸 것으로 풀이된다. 종현은 2017년 12월 18일 서울의 한 레지던스에서 심정지 상태로 발견돼 세상을 떠났다.  앞서 키는 소속사 SM엔터테인먼트의 공식 입장을 통해 지난 17일 무면허자로부터 불법 의료 시술을 받았음을 인정하고 활동 중단을 선언했던 바 있다.",2025.12.19. 오후 1:44,https://n.news.naver.com/mnews/article/008/0005294300
"[속보]이재명 대통령 ""기업 규모 커지면서 공정위 역할 더 중요해지는듯""","이재명 대통령, 19일 서울 종로구 정부서울청사 금융위원회·공정거래위원회 업무보고.",2025.12.19. 오후 1:43,https://n.news.naver.com/mnews/article/008/0005294299
"카카오, Play MCP 공모전 개최…총 2100만원 지원금","카카오는 개발자들과 함께 에이전틱 AI(인공지능) 생태계의 저변을 넓히기 위해 MCP 개발 공모전 'MCP Player 10'을 개최한다고 19일 밝혔다.  카카오는 지난 7월 'MCP(Model Context Protocol)'기반의 개방형 플랫폼 'PlayMCP'를 베타 서비스로 오픈했다. MCP란 인공지능 모델이 외부 데이터나 도구와 소통하는 방식을 표준화한 통신 규약을 뜻한다. 이용자는 여러 서비스를 오가지 않고 하나의 서비스 내에서 수요와 목적에 맞는 작업을 처리할 수 있다. 최근에는 PlayMCP 플랫폼에 등록된 도구들을 이용자가 직접 선택해 한 곳에서 관리할 수 있는 핵심 기능인 '도구함'을 추가로 선보이기도 했다.  이번 공모전은 카카오의 AI 기술을 기반으로 실용적이고 창의적인 개발 경험과 기회를 제공하기 위해 마련됐다. 아울러 다양한 차세대 개발자들이 MCP 서버 개발에 직접 참여해 에이전틱 AI 생태계를 함께 확장해 나갈 수 있도록 지원하는 것이 목적이다.  개발자라면 누구나 참여할 수 있으며 모집 기간은 내년 1월18일까지다. 참여 희망자는 PlayMCP 공식 웹사이트를 통해 자신이 개발한 MCP 서버를 양식에 맞춰 업로드하면 된다. 전체 공개로 전환한 뒤 공모전 소개 페이지에 접속해 응모하면 참여가 완료된다.  카카오는 MCP 서버의 창의성과 편의성, 기술적 안정성 등을 기준으로 내부 심사 및 평가를 진행할 계획으로 내년 2월3일 선정된 MCP 서버를 발표한다. 최종 선발된 10명의 개발자에게 총 2100만원의 개발 지원금을 수여할 예정이며 1등(1명)·2등(1명)·3등(8명)에게 각각 1000만원, 300만원, 100만원을 카카오페이 포인트로 지급한다. 지원금 외에도 카카오의 서비스와 협업할 기회와 마케팅 지원 등의 혜택을 제공할 계획이다.  카카오 관계자는 ""에이전틱 AI로 빠른 기술적 진화를 거듭하고 있는 시점인 만큼 카카오의 PlayMCP를 기반으로 개발 실력을 뽐낼 수 있는 플레이어들에게 기회를 제공하고자 한다""라며 ""우수한 AI 개발 능력을 보유한 개발자들의 적극적인 참여를 기대한다""고 말했다.",2025.12.19. 오후 1:43,https://n.news.naver.com/mnews/article/008/0005294298
"사회복지종사자, 내년 기본급 3.5% 인상·유급병가 신설","내년 사회복지시설 종사자들의 기본급이 사회복지공무원과 동일하게 전년 대비 3.5% 인상된다.  보건복지부는 19일 서울 럭키컨퍼런스에서 사회복지시설 종사자의 처우를 개선하기 위한 '2025년도 제2차 처우개선위원회'를 열고 이같은 내용의 2026년도 사회복지시설 종사자 인건비 가이드라인을 심의·의결했다.  생활지도원 1호봉의 기본급은 올해 220만4600원에서 내년 228만1800원으로 오른다. 생활복지사 1호봉은 239만3400원에서 247만7200원이 된다. 심의·의결된 인건비 가이드라인은 사회복지시설 종사자의 보수에 대한 권고 기준으로, 지방자치단체는 이를 준수하기 위해 노력해야 한다.  또 종사자의 아플 때 쉴 권리 보장을 위한 '유급병가 제도'가 신설된다. 그동안 지원의 사각지대에 있던 소규모 시설에 대한 수당 지원도 강화한다. 자녀 양육 부담을 덜기 위한 가족수당도 사회복지공무원 수준으로 올린다. 첫째 자녀 수당은 2만원 올린 5만원, 둘째와 셋째 이후 자녀는 각각 1만 원씩 인상된 8만원, 12만원으로 가이드라인에 명시됐다.  상대적으로 처우가 낮았던 5인 미만 소규모 생활시설 종사자에 대한 지원도 강화된다. 학대피해아동쉼터, 그룹홈 등 소규모 시설은 업무 특성상 심야 근무가 필수적임에도 근로기준법 상 가산 수당 대상에서 제외돼 규모가 있는 다른 시설과 달리 야간수당 50% 가산을 적용받지 못하는 어려움이 있었다. 정부는 시설 간 형평성을 제고하기 위해 2026년 예산에 소규모 생활시설 야간근로수당 가산분을 신규 반영하였으며, 국고지원시설부터 시작해 단계적으로 확대할 계획이다.  아울러 통상임금 관련 대법원 판례 변경을 반영해 명절휴가비를 통상임금에 포함하고, 이에 따른 시간외근무수당 증액분도 예산에 반영했다.  정부는 '사회복지종사자 임금 현실화'를 국정과제로 삼고, 2027년까지 인건비 가이드라인 준수율 100% 달성을 목표로 하고 있다. 이를 위해 내년도 국고지원시설 인건비 예산을 확대 편성해 가이드라인 준수율을 올해 96.4%에서 내년 98.2% 수준까지 끌어올릴 계획이다.  이는 예년의 1%p(포인트) 안팎이던 상승분을 약 2배가량 높인 수치다. 국고지원시설 예산은 전년보다 7.6% 인상된 9812억원이 편성됐다.  이스란 제1차관은 ""이번 가이드라인 개정은 예산 확보와 제도 개선을 통해 종사자들이 업무에만 매진할 수 있는 환경을 만들기 위한 것""이라며 ""앞으로도 적정한 인력이 사회복지 현장에 계속 유입될 수 있도록 처우개선을 위해 노력하겠다""라고 밝혔다.",2025.12.19. 오후 1:43,https://n.news.naver.com/mnews/article/008/0005294297
"""13비트코인 보내라"" 종로 현대그룹빌딩 '폭탄테러' 협박",서울 종로구 현대그룹 사옥과 서초구 현대자동차 양재 사옥을 폭파하겠다는 테러협박이 접수돼 경찰이 수색에 나섰다.  19일 경찰에 따르면 이날 오전 현대그룹으로 '13비트코인을 주지 않으면 종로구 현대그룹 사옥과 서초구 현대자동차 양재 사옥을 폭파하겠다'는 내용의 협박 메일이 발송됐다.  현대그룹은 선제적으로 재택근무로 전환한 후 임직원들을 귀가 조치했다. 현재 해당 건물은 통제 조치가 내려진 것으로 알려졌다. 이후 오전 11시 44분쯤 경찰에 폭파 협박을 받았다고 신고했다.  신고받은 경찰은 실제 위험 가능성이 낮다고 판단했으나 특공대 등을 투입해 현장에서 선별 수색 작업을 벌이고 있다.,2025.12.19. 오후 1:42,https://n.news.naver.com/mnews/article/008/0005294296
전 연인 잔혹하게 찌르고 변명 일관...'스토킹 살인미수' 장형준 징역 22년,"전 연인을 폭행하고 스토킹해 접근금지 결정이 내려졌는데도 또다시 찾아가 살해하려 한 장형준이 징역 22년을 선고받았다.  19일 뉴스1에 따르면 울산지법 형사 12부는 이날 살인미수, 스토킹 처벌법 위반, 폭행·감금 혐의로 재판에 넘겨진 33살 장형준에게 징역 22년을 선고하고 위치추적 전자장치 부착 10년, 스토킹 치료 프로그램 이수 80시간을 명령했다.  재판부는 ""이번 범행으로 피해자의 신체적, 정신적 피해는 상상할 수 없을 정도로 크다. 장형준은 수사 단계에서 갑자기 자신의 정신병적 증상을 강조하고 범행의 계획성 등 객관적 자료를 더 이상 부인할 수 없는 지경에 이르기까지 대부분 인정하지 않았다""며 ""장형준을 엄하게 처벌하지 않으면 법은 앞으로 피해자와 같은 상황에 있는 사람을 보호할 수 없기 때문에 장형준은 그에 마땅한 처벌이 필요하다""고 양형 이유를 밝혔다.  장형준은 지난 7월28일 오후 3시 38분쯤 울산 북구의 한 병원 주차장에서 이 병원 직원인 20대 여성 A씨를 흉기로 40차례 찔러 살해하려 한 혐의를 받는다.  두 사람은 일정기간 교제한 사이로 범행 한 달 전 A씨가 이별을 통보하자 장씨의 폭행과 스토킹이 시작됐다. 이 과정에서 총 2차례 112 신고가 접수됐다. 첫 신고는 지난 7월3일로, 당시 장씨는 이별 통보를 받자 A의 머리채를 잡았으며 차량 열쇠를 바다에 던지는 등 행패를 부렸다. 출동한 경찰은 A씨에게 스마트워치 지급 등 안전조치를 취했다.  두 번째 신고에서는 장씨가 A씨의 집앞을 서성거리는 등 스토킹을 한 것으로 전해졌다. 엿새 동안 무려 전화 168회, 문자 400통 가량을 보냈다. 이에 경찰은 장씨를 출석시켜 A씨의 주거지 100m 이내 및 전기통신 이용 접근금지를 내렸다.  이후 경찰은 가해자 유치장 구금이 가능한 잠정조치 4호를 신청했다. 하지만 검찰은 위험성을 재판단하라며 4호를 기각하고 이전 단계인 3호(서면경고, 접근·통신금지)결정에 그쳤다. 검찰이 이러한 결정을 내린 지 5일 만에 장씨는 A씨가 근무하는 병원을 찾아가 범행을 저질렀다.  장씨는 이번 범행 전부터 '여자친구 살인', '우발적 살인 형량' 등을 검색했으며 A씨 직장 주차장을 5차례 방문해 범행 장소를 탐색하는 등 범행을 사전에 계획한 정황도 확인됐다.  범행 직후 장씨는 차를 타고 도주하려 했지만 이를 목격한 시민들이 차를 막고 소화기로 차량 유리창을 깨는 등 장씨를 제압했다. 이후 장씨는 출동한 경찰에 의해 검거됐다.  A씨는 주변 시민들의 제지와 신속한 응급조치로 여러 차례 수술과 치료 끝에 5일 만에 가까스로 의식을 찾아 목숨을 구했다. 다만 12주간 치료가 필요한 외상과 치료 일수 미상의 안면 장애를 입었다.  장씨는 지난 9월 열린 첫 공판에서 ""반성하고 있다"", ""당시 정신과 약과 소주를 먹고 제정신이 아니었다""며 공소사실을 대체로 인정했다. 다만 흉기에 대해선 ""살인 목적으로 준비한 게 아니기 때문에 계획범죄가 아니""라며 ""공소사실에 과장된 부분이 있다""는 주장을 펼쳤다. 피고인석에 올라 무릎을 꿇는 등 돌발 행동을 보이기도 했다.",2025.12.19. 오후 1:42,https://n.news.naver.com/mnews/article/008/0005294295
"[속보]이재명 대통령 ""금융위, 생산·포용 금융으로 제도 발전 바라""","이재명 대통령, 19일 서울 종로구 정부서울청사 금융위원회·공정거래위원회 업무보고.",2025.12.19. 오후 1:41,https://n.news.naver.com/mnews/article/008/0005294294
"[속보]이재명 대통령 ""금융위, 공적 기능 충실히 하느냐가 핵심""","이재명 대통령, 19일 서울 종로구 정부서울청사 금융위원회·공정거래위원회 업무보고.",2025.12.19. 오후 1:40,https://n.news.naver.com/mnews/article/008/0005294293
"[속보]이재명 대통령 ""금융위, 공적 기능 충실히 하느냐가 핵심""","이재명 대통령, 19일 서울 종로구 정부서울청사 금융위원회·공정거래위원회 업무보고.",2025.12.19. 오후 1:40,https://n.news.naver.com/mnews/article/008/0005294293
