제목,본문,날짜,링크
'기본템 맛집'에 열광하더니…가성비에 매출 4700억 '잭팟',"무신사의 제조직매형의류(SPA) 브랜드 ‘무신사 스탠다드’ 매출이 2년 새 두 배로 늘면서 국내 4위 SPA 브랜드에 오를 전망이다.  18일 무신사에 따르면 이달 기준 무신사 스탠다드의 누적 온·오프라인 매출은 4500억원으로 집계됐다. 이런 추세라면 연말까지 4700억원을 기록할 것으로 예상된다. 2년 전(2000억원대)보다 두 배 이상 증가한 규모다. 올해 전국 핵심 상권에 신규 점포 14곳을 여는 등 오프라인 유통망을 공격적으로 넓힌 덕분이다. 최근 가성비 SPA 열풍이 불면서 슬랙스, 티셔츠 등 ‘기본템’ 판매량도 크게 늘었다.  매출 호조 덕분에 무신사 스탠다드는 올해 에잇세컨즈, 자라 등을 제치고 국내 SPA 시장 4위 브랜드가 될 것으로 전망된다. 국내 SPA ‘투톱’인 유니클로와 탑텐은 올해 매출이 각각 1조3000억원 이상, 9000억원대로 추정된다. 스파오는 6000억원대를 기록한 것으로 알려졌다.  무신사 관계자는 “올해 중국 상하이에 해외 1호점을 낸 데 이어 내년까지 해외 매장을 10개로 늘릴 계획”이라며 “내년 매출 목표 1조원을 달성하겠다”고 말했다.",2025.12.18. 오후 5:47,https://n.news.naver.com/mnews/article/015/0005226401
"""'주사이모' 신고하면 최대 1000만원""",무면허 의료행위를 발견하고 신고한 사람에게 최대 1000만원의 포상금을 지급할 수 있는 근거를 담은 법안이 발의된다. 구자근 국민의힘 의원은 이 같은 내용이 담긴 의료법 일부 개정안을 발의할 예정이라고 18일 밝혔다.  현행 의료법에 무면허 의료행위 신고제도가 규정돼 있지 않다 보니 ‘주사이모’ 등 무면허 의료행위를 적발하는 데 어려움을 겪고 있다는 이유에서다. 가중처벌을 위해 보건범죄 단속 관련 조항을 뒀지만 신고 상금이 최대 50만원 수준이어서 실효성이 낮다는 지적이 많았다.  구 의원은 “무면허 의료행위 신고에 대한 상금 한도를 1000만원으로 끌어올려 국민의 자발적 신고를 유도하겠다는 취지”라고 설명했다. 무면허 의료행위는 지인 소개 등 사전 관계를 통해 이뤄지는 경우가 많아 행정기관 및 지방자치단체 단속만으로는 적발하는 데 한계가 있다는 논리다. 최근 일부 연예인이 주사이모로 불리는 인물로부터 의료시설이 아닌 장소에서 불법 의료행위를 제공받았다는 의혹에 휩싸였다.,2025.12.18. 오후 5:46,https://n.news.naver.com/mnews/article/015/0005226400
"이재준 수원시장 “광주 민·군공항 합의, 수원 군공항 이전의 전환점”","이재준 수원시장이 광주 민·군공항 통합 이전 합의를 계기로 수원 군공항 이전 논의에 속도를 내야 한다고 밝혔다.  이 시장은 18일 자신의 페이스북을 통해 “10여 년간 답보 상태였던 광주 공항 문제가 정부의 책임 있는 조율로 해결됐다”며 “상생 해법이 가능하다는 것을 보여준 사례”라고 평가했다.  광주 사례에 대해 그는 기획재정부·국방부·국토교통부가 참여한 6자 협의체가 약 1조 원 규모의 재정 지원과 국가첨단산업단지 조성, 광역 교통망 구축을 이끌어냈다고 설명했다.  이 시장은 “수원 군공항 이전도 같은 관점에서 접근해야 한다”며 “개발이익을 활용하면 이전 지역에 3조 원 내외의 상생 발전 기금 조성도 가능하다”고 주장했다. 이어 “정부가 두 지역을 연계해 국가전략산업 특구로 지정한다면 국가 성장의 핵심 거점이 될 수 있다”고 강조했다.  이 시장은 “광주의 선례는 정부의 강력한 리더십이 있으면 갈등을 상생으로 바꿀 수 있다는 점을 증명했다”며 “이번 합의가 수원 군공항 이전 논의의 결정적 전환점이 되기를 기대한다”고 밝혔다. 수원=정진욱 기자",2025.12.18. 오후 5:44,https://n.news.naver.com/mnews/article/015/0005226399
23m 대형트리 아래서…맨해튼 스카이라인 보며…낭만 스케이팅,"“저것 봐. 남자가 프러포즈 하려나 봐.”  지난 5일 미국 록펠러센터 앞 아이스링크에서 한 남자가 여자친구와 스케이트를 타다가 갑자기 멈춰서더니 무릎을 꿇었다. 뒷주머니에서 반지를 꺼내더니 여자친구에게 조심스럽게 내밀었다. 사람들이 환호하며 둘을 둘러쌌다. 아이스링크와 록펠러센터 크리스마스트리를 구경하던 관광객 수백 명도 박수와 환호를 보냈다. 여자는 반지를 받아 들었고, 둘은 웃으며 포옹했다. 꿈의 프러포즈 공간 뉴욕의 겨울은 아이스링크와 함께 찾아온다. 센트럴파크에서 브루클린 지역까지 공원 곳곳의 호수가 아이스링크로 변하기 때문이다. 1870년대 뉴욕 센트럴파크가 완공되기 전부터 연못과 호수는 스케이트장으로 인기가 많았다. 매년 호수 수위를 낮춰 얼음이 쉽게 얼도록 했고, 겨울철 공원 방문객을 늘리기 위해 뉴욕시 여러 자치구에 아이스링크가 문을 열었다.  이 중 록펠러센터 아이스링크는 겨울에 뉴욕을 방문한 사람이면 꼭 가볼 만한 곳이다. 크리스마스 시즌에 찾는다면 우연히 로맨틱 영화의 한 장면을 마주할 가능성이 높다. ‘나 홀로 집에 2’ ‘세렌디피티’ ‘엘프’ ‘가십걸’ 등 유명 영화나 드라마에 자주 등장한 데다 아이스링크 바로 옆 크리스마스트리도 멋진 볼거리다. 록펠러센터 크리스마스트리는 매년 미국 각지에서 후보 나무를 물색해 선정하는 것으로 유명하다. 크기와 수형, 건강 상태 등을 기준으로 정원사들이 직접 탐색해 결정한다. 2025년 크리스마스트리는 뉴욕주 렌슬리어카운티 이스트그린부시에서 자란 나무로, 약 23m에 이른다. 이 나무는 수십 년간 한 가정의 사유지에 있던 것으로 전통에 따라 기증 형식으로 록펠러센터에 제공됐다.  록펠러센터 크리스마스트리의 스와로브스키 크리스털 별 장식도 빼놓을 수 없는 명물이다. 오스트리아 크리스털 브랜드 스와로브스키는 2004년 처음으로 록펠러센터 트리 꼭대기에 별 장식을 달았는데, 이후 뉴욕의 연말을 상징하는 요소가 됐다. 300만 개가 넘는 크리스털과 LED(발광다이오드) 조명을 결합한 대형 구조로, 직경 약 2.8m에 무게는 408㎏에 이른다. 록펠러센터 아이스링크는 매년 10월 중순 개장해 이듬해 3월 초까지 운영된다.  이용 요금은 날짜와 시간대에 따라 다르다. 60분 기준 일반 입장권은 최저 20달러대부터 성수기 저녁·주말에는 100달러를 훌쩍 넘는다. 스케이트화 대여료는 10달러 안팎. 사전 예약제로 운영된다. 맨해튼 스카이라인과 스케이팅 뉴욕 센트럴파크 남쪽에 있는 울먼아이스링크는 뉴욕에서 가장 넓고, 가장 널리 알려진 야외 스케이트장이다. 맨해튼 스카이라인을 배경으로 스케이트를 즐길 수 있어 관광객은 물론 뉴요커에게도 대표적인 겨울 명소다. 이 아이스링크는 1949년 개장했다. 뉴욕의 자선가 케이트 울먼의 기부로 조성돼 이후 수십 년간 센트럴파크의 겨울 풍경을 대표해 왔다. 록펠러센터 아이스링크와 달리 규모가 크고 비용이 비교적 저렴하다. 운영 기간은 보통 10월 말부터 이듬해 3월 초까지다. 성인 입장료는 약 16~40달러, 어린이와 시니어는 11달러 수준이다. 스케이트 대여료는 약 12달러가 별도로 부과된다. 성수기 주말이나 연말 시즌에는 요금이 상대적으로 높아질 수 있다.  뉴욕 맨해튼 미드타운에 2009년 문을 연 브라이언트파크 아이스링크도 명소 중 하나다. 42번가와 6번가 사이, 뉴욕 공공도서관 뒤편에 자리한 이 스케이트장은 고층 빌딩으로 둘러싸인 도심 속 공원에서 겨울 스포츠와 연말 분위기를 동시에 즐길 수 있는 공간으로 꼽힌다. 입장료는 무료로, 스케이트화를 가져오면 별도 이용료 없이 입장할 수 있다. 스케이트화를 대여할 경우에만 비용을 내면 된다. 예약제로 운영되며 평일 낮 시간대에는 비교적 한산한 편. 아이스링크 주변에는 연말 시즌에 맞춰 조성된 윈터빌리지가 있다. 기념품과 수공예품, 겨울 디저트 등을 판매한다.  뉴욕=박신영 특파원 nyusos@hankyung.com",2025.12.18. 오후 5:44,https://n.news.naver.com/mnews/article/015/0005226398
현대차 '미래차 가속페달'…R&D·제조 수장 한꺼번에 교체,"현대자동차그룹이 18일 만프레드 하러 사장을 현대차·기아의 신임 연구개발(R&D)본부장으로 승진·선임했다. 제조부문장에는 정준철 제조부문 부사장을 사장으로 승진 내정했다. 현대차그룹의 ‘현재’(제조·생산)와 ‘미래’(R&D)를 책임지는 수장을 모두 바꾼 인사다.  ▶본지 12월 12일자 A1, 5면 참조  파격 인사의 배경에는 소프트웨어중심차량(SDV)이 있다. 자율주행 기술의 기반이 되는 SDV 기업으로 조직 DNA를 바꾸겠다는 의지를 인사에 담았다는 분석이다. 현대차그룹은 이번 인사를 시작으로 SDV를 중심에 놓고 차량 설계부터 생산까지 뜯어고친다는 계획이다. 테슬라와 비야디(BYD) 등 중국 업체들이 주도하는 자율주행 경쟁에 본격 뛰어들기 위해서다.   ◇미래차 기술 확보에 올인 현대차그룹은 이날 4명의 사장 선임을 포함해 219명을 승진시키는 연말 임원인사를 발표했다. 이번 인사에서는 사장 4명, 부사장 14명, 전무 25명, 상무(신규 선임) 176명이 승진했다.  신임 R&D본부장으로 선임된 하러 사장은 25년 동안 포르쉐, BMW 등에서 섀시 개발 등을 맡은 전통 자동차 엔지니어인 동시에 애플에서 ‘자율주행 프로젝트’(애플카)를 주도한 정보기술(IT) 전문가다. 하드웨어와 소프트웨어를 두루 아는 전문가에게 운전대를 맡겨 SDV 기술 개발에 속도를 내겠다는 것이다.  두 분야를 두루 경험한 인물이 필요한 건 SDV 제조 방식 때문이다. ‘바퀴 달린 컴퓨터’로 불리는 SDV는 스마트폰처럼 자체 운영체제(OS)를 통해 차량 성능을 지속적으로 업데이트할 수 있는 자동차다. 자율주행 기술을 구현하려면 SDV가 필수다. 수십 개의 제어기(ECU)로 이뤄진 기존 자동차 시스템으론 실시간 정보를 반영해야 하는 자율주행 기술을 담을 수 없기 때문이다. SDV 전환을 위해선 소프트웨어가 잘 동작하도록 차량 설계부터 뜯어고쳐야 한다. 그동안 내연기관차를 만들어 온 하드웨어 조직과 SDV를 담당하는 소프트웨어 조직이 이견을 보인 것도 이 때문이다.  제조부문장을 부사장에서 사장급으로 끌어올린 이유가 여기에 있다. 정 사장은 완성차 생산기술을 맡는 제조솔루션본부와 수익성 및 공급망을 관리하는 구매본부를 총괄한다. 아울러 소프트웨어중심공장(SDF) 구축을 진두지휘할 예정이다. 설계(R&D)가 소프트웨어 중심으로 바뀌면 생산 역시 이에 맞춰 변경해야 하기 때문이다.  정 사장은 로봇 등 그룹의 차세대 생산체계 구축에도 힘을 쏟을 계획이다. 업계 관계자는 “그동안 현대차그룹은 제조 부문에서는 세계 최고 수준의 경쟁력을 갖췄지만 자율주행 등 소프트웨어 부문에선 다소 떨어진다는 평가가 있었다”며 “하러 사장이 하드웨어 완성도를 해치지 않으면서 소프트웨어 기술을 유기적으로 결합할 것”이라고 말했다. 현대차그룹은 R&D본부뿐 아니라 지난 5일 소프트웨어 연구를 책임지는 첨단차플랫폼(AVP) 본부장인 송창현 사장도 교체했다. 그의 후임은 이른 시일 안에 선임할 계획이다. ◇그룹 컨트롤타워 강화 그룹 컨트롤타워 기능도 강화했다. 서강현 현대제철 사장이 그룹 기획조정담당으로 자리를 옮겼다. 한석원 기획조정본부장(부사장) 위에 사장급 임원을 배치해 계열사 간 시너지를 강화하기 위해서다. 서 사장은 회계관리실장(상무) 재경본부장(전무) 기획재경본부장(부사장) 등을 거친 현대차그룹의 대표적인 ‘재무통’이다. 현대제철의 새 사령탑은 이보룡 부사장이 승진해 맡는다. 장재훈 부회장은 수소차, 로보틱스 등 그룹 핵심 미래 사업의 추진 방향을 조율하고 실행을 진두지휘한다.  미국에서 사상 최대 판매 실적을 올린 윤승규 기아 북미권역본부장도 사장으로 승진했다. 윤 사장은 미주실장과 미국·캐나다 판매법인장을 거친 판매 전문가다. 금융 계열사에선 조창현 현대카드 대표와 전시우 현대커머셜 대표가 부사장으로 승진했다. 그룹 싱크탱크인 HMG경영연구원은 신용석 미국 세인트루이스워싱턴대 경제학과 교수(부사장)가 맡는다.  전체 승진 규모는 지난해(239명)보다 줄어든 219명이다. 신임 상무 2명 중 1명(49%)은 40대로 채워져 상무 초임 평균 연령이 사상 처음으로 40대에 진입했다.",2025.12.18. 오후 5:43,https://n.news.naver.com/mnews/article/015/0005226397
"""그룹 명운 달렸다""…AI·로봇 조직 대폭 강화","주요 그룹은 임원 인사와 함께 조직도 개편했다. 힘을 줄 분야는 키우고, 경쟁력이 떨어지는 사업은 축소했다.  주요 그룹은 일제히 인공지능(AI)과 로봇 등 미래 기술 전담 조직을 강화했다. AI 관련 조직을 최고경영자(CEO) 직속으로 격상하거나, 최고기술책임자(CTO) 밑에 있던 기술 조직을 사업부로 옮겨 실행력을 끌어올렸다. 이들 분야에 그룹의 미래가 달렸다고 본 데 따른 것이다.  18일 산업계에 따르면 SK그룹은 AI 경영을 최우선 과제로 삼아 계열사별로 전담 조직을 신설했다. SK이노베이션 등 주요 계열사는 CEO 직속으로 ‘AI 전환’(AX) 조직을 꾸렸다. SK하이닉스도 차세대 고대역폭메모리(HBM) 전략을 수립하기 위해 글로벌 시장 데이터를 AI로 분석하는 ‘인텔리전스 허브’를 신설했다.  삼성전자 디바이스경험(DX)부문 역시 모바일, 가전, TV 등 사업부별로 AX 전담팀을 배치했다. 제품 기획부터 사후 관리까지 AI가 주도하는 시스템을 구축하기 위해서다. 현대자동차그룹은 피지컬 AI 기술 개발 컨트롤타워 역할을 할 ‘로봇·수소에너지 태스크포스(TF)’를 신설했다. 2030년까지 50조5000억원을 피지컬 AI와 로보틱스 등 미래 신사업에 투자하기로 했다. LG전자도 기존 DX센터를 AX센터로 통합 재편했다. 모든 제품에 ‘공감지능’을 이식하는 동시에 AI로 업무 효율을 끌어올린다는 목표다.  제조 영역에서도 AI 조직 강화에 방점을 뒀다. 삼성전자 반도체(DS)부문이 디지털 트윈센터(DT)를 신설한 게 대표적이다. 기존 연구개발(R&D) 조직이 수행하던 디지털 기술 연구를 실제 제조 공정과 연결한 것이다. 가상 공장에서 AI가 수율을 시뮬레이션하고 오류를 잡아내는 ‘AI 팩토리’ 구축이 핵심이다.  실제 사업화를 위해 로봇 등 미래 산업을 사업부 산하로 전진 배치한 것도 눈에 띈다. LG전자는 기존 CTO 산하 로봇 선행 연구 조직을 HS(생활가전) 사업본부 직속 HS로보틱스연구소로 옮겼다.",2025.12.18. 오후 5:43,https://n.news.naver.com/mnews/article/015/0005226396
해가 지면…'유럽 같은 광장'이 불 밝힌다,"유럽의 12월을 가장 낭만적인 풍경으로 장식하는 ‘크리스마스 마켓’은 요즘 서울 도심에서도 쉽게 만나볼 수 있다.  롯데백화점이 서울 잠실 롯데월드타워 월드파크 잔디광장에 펼쳐놓은 ‘롯데타운 크리스마스 마켓’이 대표적이다. 역대 최대 규모인 2644㎡ 부지에는 유럽의 크리스마스 마켓을 모티브로 한 51개 상점을 옹기종기 모여놓고 따스한 불빛을 밝힌다.  투명한 유리창을 맞대고 줄지어 늘어선 상점들은 겨울 광장을 서울 도심 한복판으로 옮겨온 듯하다. 태엽을 감으면 맑은 소리를 내는 목재 오르골부터, 하루에 하나씩 초콜릿이나 선물을 꺼내보며 크리스마스를 카운트다운하는 ‘어드벤트 캘린더’까지 크리스마스를 기다리는 설렘이 곳곳에 묻어난다.  광장에 놓인 오크통 테이블은 이곳이 서울이라는 사실을 잠시 잊게 만드는 주요 소품이다. 이곳에서 차가운 겨울바람을 녹이는 김이 모락모락 피어오르는 ‘뱅쇼’를 마시면 느낌을 극대화할 수 있다. 레드와인을 끓여 만든 뱅쇼는 시나몬과 과일의 달콤한 향이 나는 음료다.  광장 중앙의 금빛 조명으로 감싼 2층 회전목마는 이번 크리스마스 마켓의 ‘화룡점정’이다. 빙글빙글 돌아가는 목마 위에서 사람들은 저마다의 순간을 기록한다.  현대백화점은 유럽 숲속 깊은 곳에 자리한 ‘오두막 공방’의 따스함을 재현했다. 더현대서울 5층 사운즈포레스트에 들어선 ‘해리의 크리스마스 공방’은 아날로그적 감성을 자극한다. 이곳은 감기에 걸린 산타를 대신해 선물을 준비하는 아기 곰 ‘해리’의 모험을 콘셉트로 했다. 숲속에 들어선 듯한 오두막 5개에서는 선물을 싣고 달리는 미니 기차와 분주하게 움직이는 곰 인형들이 나타나 동화 속 한 장면을 연상케 한다.  신세계백화점은 쇼핑 공간 자체를 유럽의 거리로 탈바꿈시켰다. 강남점 지하 1층 하우스오브신세계와 스위트파크를 잇는 통로는 거대한 트리 로드가 돼 방문객을 맞는다. 길을 따라 늘어선 부스에서는 MZ세대가 좋아하는 소품 브랜드가 유럽 감성의 트리 장식과 오르골 등을 선보인다.",2025.12.18. 오후 5:41,https://n.news.naver.com/mnews/article/015/0005226394
은반 위 새기는 겨울冬화,"12월. 세계 주요 도시 곳곳엔 무대가 세워진다. 차가운 얼음판, ‘은반의 무대’다. 1년 중 고작 두어 달. 이 짧은 ‘시한부’ 공간이 열리면, 사람들은 기꺼이 추위 속으로 걸어 들어간다. 미끄러운 빙판 위에서 중심을 잡기 위해 서로의 손을 더 꽉 움켜쥔다. 넘어지지 않기 위해, 혹은 넘어진 누군가를 일으켜 세우기 위해 내미는 손길에서 겨울의 온기가 피어난다.  마법 같은 풍경은 국경을 초월한다. 지구 반대편 뉴욕 맨해튼의 록펠러센터 앞 트리 밑에서 스케이트를 타던 연인이 무릎을 꿇고 사랑을 맹세하는 순간, 지켜보던 수백 명의 이방인은 하나가 돼 환호한다. 낭만은 대서양 건너 유럽으로 퍼진다. 파리 ‘그랑팔레’의 투명한 돔 아래에서는 예술 같은 스케이팅이 펼쳐지고, 런던 ‘서머싯 하우스’와 ‘배터시 파크’의 고풍스러운 뜰은 빛의 축제로 물든다. 부다페스트 ‘시티파크’의 광활한 은반 위에서도 사람들은 삶의 무게를 잊은 채 겨울을 지친다.  서울의 겨울도 낭만의 대열에 합류했다. 남산 자락의 특급 호텔들은 구름 위를 걷는 듯한 은반을 내어주고, 시청 앞 광장은 누구나 주인공이 될 수 있는 해방구가 된다. 잠실 롯데월드타워와 백화점들이 재현해 낸 크리스마스 마켓도 그렇다. 뱅쇼 한 잔의 달콤한 향과 오르골 소리는 서울 한복판을 순식간에 독일 뉘른베르크의 어느 광장으로 바꿔놓는다.  우리가 이토록 겨울의 밤을 사랑하는 이유는 분명하다. 얼음을 가르는 날카로운 마찰음, 허공으로 흩어지는 하얀 입김, 그리고 밤하늘을 수놓는 조명이 빚어내는 그 몽환적인 찰나의 순간들이 우리의 추운 겨울을 기다려지는 계절로 만들기 때문이다.  남산의 고요한 숲속부터 맨해튼의 빌딩 숲, 그리고 유럽을 닮은 잠실의 마켓까지. 차가운 얼음 위에 퍼지는 뜨거운 열기가 이 계절의 풍경을 기록한다. 이제 스케이트 끈을 단단히 조여 맬 때다. 지금 당신의 겨울이 은반 위에서 반짝이고 있으니. 서울 야경 조명삼아 얼음 위 산책…'핫'플레이스 된 아이스링크 빛나는 서울의 겨울 겨울이 되면 많은 이가 빛의 결핍을 앓는다. 오후 5시만 돼도 땅거미가 내려앉고 도시는 회색빛으로 잠긴다. 하지만 역설적으로 서울의 겨울은 밤이 되면 비로소 가장 찬란한 빛을 뿜어낸다. 짧아진 해를 보상하려는 듯 도심 곳곳에 숨겨져 있던 '겨울의 보석'이 하나 둘 조명을 켜기 때문이다. 아이스링크도 그중 하나다. 이 몽환적인 풍경은 서울의 겨울을 더 낭만적으로 바꿔놓는다.  남산 중턱에서 구름을 걷는 듯  서울 야경을 발아래에 두고 얼음을 지치는 경험은 남산 자락에 있는 특급 호텔만 줄 수 있는 특권이다. 지난 13일 2년 만의 재정비를 마치고 화려하게 귀환한 반얀트리클럽앤스파서울의 ‘오아시스 아이스링크’는 서울에서 가장 고급스러운 링크다. 여름철 북적이던 야외 수영장은 겨울을 맞아 길이 63m, 폭 17m의 거대한 은반으로 변신한다. 평일은 물론 주말에도 링크 위는 크게 붐비지 않는다. 마치 전세라도 낸 듯 얼음을 독차지하며 호사를 누릴 수 있다.   으레 발이 아프고 날이 무디기 마련인 일반 렌털 스케이트와 달리 이곳의 스케이트는 발에 감기는 착화감이 남다르다. 덕분에 선수급 실력을 갖춘 이용객들이 유려하게 턴을 하고 점프하는 모습이 자주 보인다. 어둠이 내리고 조명이 켜지면 눈앞에 솟은 남산 서울타워와 링크 주변의 환상적인 일루미네이션이 어우러져 ‘서울다운’ 야경을 완성한다.  럭셔리한 분위기에서 즐기는 미식은 의외로 소박하다. 링크 옆 ‘아웃도어 키친’에서는 따끈한 어묵과 호떡, 라면 등 친근한 겨울 간식을 판매한다. 샹들리에 같은 조명 아래에서 호호 불며 먹는 떡볶이의 맛. 이 묘한 이질감이 주는 재미야말로 MZ세대가 이곳에 열광하는 이유다. 내년 2월 18일까지 운영한다.  1980년대부터 서울의 겨울을 상징해온 그랜드하얏트서울 아이스링크는 클래식 그 자체다. 5일 문을 연 이곳은 남산 중턱에서 한강과 강남 도심을 정면으로 마주한다. 탁 트인 전경은 낮에는 시원한 개방감을, 밤에는 쏟아지는 도심의 불빛으로 물든 낭만을 선사한다. 꼬마전구 수천 개가 나무를 감싸며 만들어내는 특유의 따뜻한 분위기 덕에 수십 년간 연인들의 프러포즈 장소로 명성을 이어오고 있다.  도심 속 ‘빛의 고리’가 된 서울광장 스케이트장  도심 한복판 서울시청 앞 광장 스케이트장은 모두에게 열린 ‘거대한 축제’의 장이다. 호텔 아이스링크의 한적함과는 거리가 멀지만 그 대신 서울에서 가장 뜨거운 응축된 에너지를 느낄 수 있다.  19일 개장하는 서울광장 스케이트장은 올해 ‘윈터 링’이란 새로운 테마를 입었다. 도심 속 일상 공간이던 광장을 밝은 노란색 빛을 품은 마름모 형태 링으로 감쌌다. 삭막했던 회색 빌딩 숲 사이에 따스하고 경쾌한 빛의 고리가 내려앉은 형상이다. 서울광장의 가장 큰 미덕은 누구나 쉽게 이용할 수 있는 접근성이다. 무엇보다 가격이 낮다. 2004년 처음 개장한 이후 21년째 입장료는 변함없이 1000원이다. 스케이트와 헬멧 대여료를 모두 포함한 이 가격은 고물가 시대에 서울시가 시민에게 건네는 선물과도 같다.  올해는 그 어느 때보다 ‘글로벌한’ 풍경이 펼쳐질 전망이다. 올해 서울을 찾는 외국인 관광객이 폭발적으로 늘었기 때문이다. 한국관광공사에 따르면 올해 방한 외국인 관광객은 연간 기준 역대 최다였던 2019년 1750만 명을 넘어 1900만 명에 이를 것으로 예상된다. 이 수많은 이방인에게 도심 한복판에서 1000원으로 즐기는 스케이팅은 놓칠 수 없는 필수 코스다.  개장식 날에는 피겨 스타 차준환과 심석희 선수가 은반 위를 빛낸다. 타악기 그룹 라퍼커션 공연이 열린다. 전북 군산시와 협업해 마련한 ‘로컬 마켓존’도 들어선다. 군고구마와 군밤, 군산 명물 박대, 짬뽕 등 지역 특산물이 스케이트를 탄 뒤 허기진 배 를 든든하게 채워줄 것이다.",2025.12.18. 오후 5:41,https://n.news.naver.com/mnews/article/015/0005226393
"양기대 경기도지사 출마 선언 “광명의 성공, 경기도 대변혁으로 잇겠다”","양기대 전 의원(더불어민주당)이 경기도지사 출마를 공식 선언했다.  양 전 의원은 “경기도를 서울의 확장판이 아닌 대한민국의 엔진으로 만들겠다”며 대대적인 전환을 약속했다.  양 전 의원은 인공지능(AI) 혁명과 에너지 전환, 글로벌 질서 재편을 거론하며 “경기도가 변화의 중심에 서야 한다”고 강조했다. 그는 “길은 기다리는 것이 아니라 만들어야 한다”며 자신의 강점으로 ‘검증된 추진력’을 내세웠다.  양 전 의원은 경기도의 구조적 문제로 교통난과 소득 격차를 지적했다. 경기도 GRDP는 서울을 넘어섰지만 1인당 소득은 여전히 서울의 70%대에 머물러 있다는 것이다. 그는 “경기도를 대한민국의 2등석으로 두지 않겠다”고 말했다.  성과도 강조했다. 광명시장 재임 시절 폐광이던 광명동굴을 연간 100만 명이 찾는 관광지로 탈바꿈시켰고, KTX 광명역세권을 자족도시로 육성했다. 전국 최초 친환경 무상급식과 돌봄 정책도 성과로 제시했다.  주요 공약으로는 △출퇴근 시간대부터 단계적 대중교통 무료화 △청년·신혼부부 월세 30만원 상한제 △경기국제공항과 서해안 글로벌 시티 조성 △첨단산업 슈퍼벨트 완성 △에너지 고속도로 구축을 제시했다.  양 전 의원은 “경기도의 길이 대한민국의 길”이라며 “이재명 정부의 성공을 뒷받침하는 석세스메이커가 되겠다”고 밝혔다. 그는 “말이 아니라 성과로 경기도의 대변혁을 완수하겠다”고 말했다. 수원=정진욱 기자",2025.12.18. 오후 5:40,https://n.news.naver.com/mnews/article/015/0005226392
"120년 전 만국박람회 건물, 여왕 보금자리…스페셜한 유럽의 윈터 페스티벌","역사와 문화가 교차하는 유럽 도시 한복판에서의 아이스 스케이팅. 생각만으로도 설레는 일이 겨울마다 실제로 벌어지는 두 공간이 있다. 영국 런던의 서머싯하우스 안뜰 그리고 프랑스 파리의 그랑팔레다.  그랑팔레는 2700㎡의 면적으로 세계에서 가장 큰 실내 아이스링크 중 하나다. 1900년 파리 만국박람회를 위해 지어졌는데, 당시 ‘프랑스 예술의 영광을 위해’ 프랑스 공화국이 헌정한 기념비적 건물이다. 당대 최신 기술인 강철 프레임과 철근 콘크리트 공법이 적용됐고, 거대한 유리 돔 지붕이 압권이다. 고전주의와 아르누보 건축 양식이 조화를 이룬다. 1, 2차 세계대전 때 군 병원과 독일 선전 전시장으로도 활용된 이곳은 2024년 파리올림픽을 계기로 대대적인 복원 프로젝트가 진행됐고, 1년 내내 아트페어와 패션 이벤트 등이 펼쳐진다.  아이스링크로 사용되는 시기는 연중 약 3주. 올해 시즌은 2025년 12월 13일부터 2026년 1월 7일까지다. 오전, 오후, 야간으로 나눠 입장료가 다르다. 성인 기준 27~39유로, 어린이(만 3~12세)는 15~39유로다. 낮과 밤의 분위기가 완전히 다른 것도 특징이다. 주간에는 자연 채광이 유리 지붕을 뚫고 들어와 아름다운 건축물을 감상할 수 있다면 저녁엔 DJ 공연과 라이트 쇼가 펼쳐져 화려한 무드가 연출된다.  서머싯하우스 아이스 스케이트는 2000년 개장해 런던의 대표적인 겨울 이벤트로 자리 잡았다. 신고전주의 양식의 건물과 12m 높이의 크리스마스트리를 배경으로 축제 분위기가 종일 계속된다. 최초의 서머싯하우스는 1547년 튜더왕조 시절 템스강변에 웅장한 저택을 짓기 위해 착공됐다. 이후 왕실 소유로 엘리자베스 1세 여왕 등의 공식 거처로 쓰였다. 18세기 후반 공공건물로 확장돼 영국 해군성, 조세국, 왕립학회, 왕립미술원 등 주요 정부 기관과 학술단체의 본부로 사용됐다.  지금은 코톨드미술관 등 유서 깊은 미술기관을 포함해 창의 산업 분야 사무실이 입주해 있다. 스케이트장이 된 안뜰은 한때 주차장으로 사용되다 대중에 개방돼 여름에는 분수대로, 겨울에는 스케이트장으로 변신한다.  낮에는 스케이트 강습 프로그램이, 밤에는 DJ 공연 등 다양한 이벤트가 열린다. 올해 시즌은 11월 중순 개막해 내년 1월 11일까지 이어진다. 입장료는 시간대에 따라 성인 15~28.5파운드, 어린이는 10파운드부터 시작한다.",2025.12.18. 오후 5:40,https://n.news.naver.com/mnews/article/015/0005226391
