제목,본문,날짜,링크
"'더 드레서' 오만석 ""윤석화 선생님 별세, 고인 명복 빈다""","'더 드레서' 오만석이 출연진과 제작진을 대표해 고인이 된 배우 윤석화의 명복을 빌었다.  오만석은 19일 서울 종로구 대학로 예스24 스테이지에서 진행된 연극 '더 드레서' 기자간담회에서 진행자로 무대에 올라 본격적인 시작에 앞서 ""안타깝게도 윤석화 선생님께서 별세했다""며 ""이 자리를 빌려서 고인의 명복을 빈다""고 말했다.  한국연극배우협회에 따르면 윤석화는 뇌종양으로 투병하던 끝에 이날 오전 9시 50분쯤 투병 중이던 병원에서 가족이 지켜보는 가운데 세상을 떠났다.  고인은 2022년 뇌종양 진단을 받고 같은 해 10월 수술을 받았다. 투병 사실을 공개한 뒤 이듬해 연극 '토카타'에 약 5분간 우정 출연했으며, 그의 마지막 무대가 됐다.  1956년 서울에서 태어난 윤석화는 1975년 연극 '꿀맛'으로 데뷔했다. 이후 '신의 아그네스', '햄릿', '딸에게 보내는 편지', '프쉬케' 등 수많은 작품에 출연하며 한국 연극계를 대표하는 배우로 자리매김했다.  '더 드레서'는 영화 '피아니스트'로 아카데미 각본상을 수상한 작가 로널드 하우드의 희곡을 원작으로 한 작품. 셰익스피어 전문 극단에서 5년간 드레서로 일하면서 실제로 겪었던 경험을 모티브로, 무대 위에서는 멋진 배우지만 무대 아래에선 나약한 노인인 '선생님'과 그에겐 헌신적이지만 때로는 질투와 소외감을 느끼는 노먼의 이야기를 담았다.  1980년대 영국에서 초연된 연극 '더 드레서'는 1983년 동명의 영화로 제작돼 베를린영화제 은곰상을 받았고, 2015년에도 안소니 홉킨스, 이안 맥켈런 주연의 BBC 시리즈로 제작됐다.  국내에서는 2020년 초연 이후 매 시즌마다 배우들의 열연으로 화제를 모았다. 이번에는 배우 박근형, 정동환, 송승환, 송옥숙, 정재은 등이 캐스팅됐다. 특히 초, 재, 삼연에서 선생님 역을 맡았던 배우 송승환이 이번 시즌 노먼 역으로 변신을 선보일 것으로 알려져 호기심을 자극한다.  한편 '더 드레서'는 오는 27일 국립극장 달오름극장에서 개막한다.  김소연 한경닷컴 기자 sue123@hankyung.com",2025.12.19. 오후 2:49,https://n.news.naver.com/mnews/article/015/0005226805
"'가온그룹' 52주 신고가 경신, 최근 5일간 외국인 대량 순매수","◆ 주체별 매매동향 - 최근 5일간 외국인 대량 순매수 지난 한달을 기준으로 보면 기관이 6.5만주를 순매수했고, 개인들도 15.1만주를 순매수했다. 반면 그동안 외국인은 38.8만주를 순매도했다. 같은 기간 이 종목의 거래비중은 외국인과 개인이 각각 25.7%, 71.6%로 비중이 높다. 더욱이 최근 5일간 외국인이 대량 순매수를 하고 있어 투자자들의 관심이 집중되고 있다.  [그래프]가온그룹 외국인/기관 매매동향   한경로보뉴스  이 기사는 한국경제신문과 금융 AI 전문기업 씽크풀이 공동 개발한 기사 자동생성 알고리즘에 의해 실시간으로 작성된 것입니다.",2025.12.19. 오후 2:47,https://n.news.naver.com/mnews/article/015/0005226804
"""올해 화이트 크리스마스일까?""…주말 비 온 뒤 기온 급락↓","이번 크리스마스에는 눈 소식이 없을 예정이다. 대신 비가 내려 화이트 크리스마스를 맞이할 가능성이 낮아졌다. 주말에 비가 내린 뒤 중부를 중심으로 다시 아침 영하권 추위가 나타나 기온이 크게 꺾일 전망이다.  19일 기상청에 따르면 토요일인 20일 전국 대부분 지역에 비가 내릴 예정이다. 이후 일요일인 21일부터는 북쪽에서 대륙고기압이 확장해 찬 공기가 유입되겠다. 이 영향으로 중부 내륙을 중심으로 아침 기온이 영하권으로 떨어지고, 출근길 체감 온도가 기온을 밑돌 전망이다.  주말 비는 기압골 영향으로 내린다. 20일에는 중부지방과 호남·제주에 새벽부터 비가 시작되고, 경남과 경북 서부는 오전부터, 경북 북부 내륙과 북동 산지는 오후부터 비가 이어지겠다. 남부와 제주는 남풍이 불어 들고, 중부와 경북 지역은 우리나라 북쪽을 지나는 기압골 영향을 받는다. 비는 중부지방에서는 늦은 오후, 남부와 제주에서는 밤에 대부분 그칠 전망이다.  이번 비의 양은 많지 않다. 예상 강수량은 제주 5~20㎜, 전남 해안 5~10㎜, 광주·전남 내륙과 전북, 부산·울산·경남은 5㎜ 안팎이다. 수도권과 서해5도, 강원 내륙·산지, 충청권, 경북 서부와 북동 내륙·산지는 5㎜ 미만으로 예보됐다.  비가 그친 뒤인 21일에는 기온이 하루 만에 크게 떨어진다. 아침 최저기온은 -7~5도, 낮 최고기온은 1~9도로, 전날보다 큰 폭으로 낮아지겠다. 바람도 다소 강하게 불어 체감온도는 더 낮아질 가능성이 있다. 이후 22일 낮부터는 기온이 평년(최저기온 -9~2도, 최고기온 1~10도) 수준에 머물 전망이다.  다음 주 중반에는 다시 비 소식이 있다. 23일 오후부터 크리스마스이브인 24일 오전까지 전국에 비가 내린다. 제주는 24일 오후까지 이어지겠다. 다만 이 기간 기온은 아침 -3~9도, 낮 4~15도로 평년보다 높다. 강원 산지 등 고도가 높은 지역을 제외하면 눈으로 내릴 가능성은 크지 않다.  크리스마스 이후인 25일부터 29일까지는 고기압 영향으로 전국이 대체로 맑다. 이 기간 아침 기온은 -5~4도, 낮 기온은 2~11도로 평년과 비슷하거나 다소 높은 수준을 보일 예정이다.",2025.12.19. 오후 2:44,https://n.news.naver.com/mnews/article/015/0005226803
"정명훈과 부산, 이용훈의 유럽 일정표를 흔들었다","“인생은 선택의 기로에 계속 서는 과정이잖아요. 행복한 가정을 꾸릴 수 있었을 텐데 그 길을 선택하지 않아 생기는 일들을 돌아보는 거죠. 더 자극적이고 극단적인 길에 뭔가 있을 거라 생각해 좇아갔지만 거기엔 진정한 행복이 없었던 거죠.”    테너 이용훈은 지난 18일 부산콘서트홀에서 기자들과 진행한 인터뷰에서 이렇게 말했다. 이용훈은 19·20일 이곳에서 열리는 콘서트오페라인 ‘카르멘’에서 주연인 돈 호세 역을 맡았다. 그는 미국 뉴욕 메트로폴리탄 오페라극장, 영국 런던 로열 오페라하우스 등에서 주역을 맡았던 세계적 테너다. 2007년 칠레 산티아고 시립극장에서 오페라 ‘돈 카를로’ 주역을 맡으면서 데뷔했다. 오페라 ‘투란도트’에선 주인공 칼라프 역만 120여 차례 맡았다. 유럽과 미국에서 주로 활동했던 그는 지휘자 정명훈이 선보일 이번 카르멘 공연에 함께하려 유럽 일정을 조정하고 고국으로 돌아왔다. 공연 전일 마지막 리허설을 진행하기 직전 그는 카르멘 관람에 재미를 더할 이야기들을 직접 전했다.  이용훈의 돈 호세, 막마다 사람이 달라진다  이용훈은 한국보다 유럽에서 더 유명한 성악가다. 그는 서울대 음악대학을 졸업한 뒤 뉴욕 메네스음악원으로 유학을 갔다. 유학길에서 처음 오페라 주연을 맡았던 작품이 ‘카르멘’이었다. 미국 버몬트주에 있는 한적한 동네인 미들베리의 교회를 개조해 지은 오페라하우스에서 카르멘의 데뷔 무대를 치렀다. “첫 카르메 공연 이후 영국 글라인드본에서 전막 공연을 했어요. 제가 쓰지 않았던 프랑스어를 공부하면서 오페라뿐 아니라 카르멘의 원작 소설도 공부하게 됐죠.”  카르멘은 프랑스 소설가 프로스페르 메리메가 쓴 소설이다. 하사관인 돈 호세가 집시 여인인 카르멘의 유혹의 빠졌다가 그녀에 대한 광기 어린 집착으로 인해 파국으로 치닫는 이야기를 다룬다. 프랑스 작곡가인 비제는 이 소설을 활용해 동명의 오페라를 썼다. 부산콘서트홀의 예술감독인 정명훈은 이 오페라를 콘서트 형식으로 보여주는 콘서트오페라를 기획했다. 아시아필하모닉오케스트라(APO)가 극을 이끄는 가운데 무대 전면에서 성악가들이 공연 의상을 입고 연기를 더하기로 했다. 오페라에 익숙지 않은 사람들도 부담 없이 감상할 수 있는 형식이다.    돈 호세의 인생을 보면 이용훈의 표현처럼 “순간의 선택이 앞으로의 삶을 좌우한다”는 말이 들어맞는다. 작품 초반부의 돈 호세는 평범한 행복을 찾고 고향을 그리워하는 소시민의 모습에 가깝다. 어머니와 약혼녀의 기대에 부응하려 했던 그이지만 카르멘이 건넨 꽃과 사랑에 빠져 결국 수감 중이던 그녀의 탈옥을 돕는다. 하지만 규율에 얽매여야 할 군인에게 집시 여인의 요구는 벅찼다. 부대로 귀영하려는 돈 호세에게 카르멘은 이별을 통보한다. 자신의 사랑에 대해 역설하는 돈 호세에게 카르멘은 차가울 뿐이다. 마지막 4막에서 분노에 찬 돈 호세가 결국 카르멘을 칼로 찔러 죽이는 것으로 공연은 끝난다.  이용훈은 막이 흘러가면서 바뀌는 돈 호세의 감정선에 주목했다. 원작 소설에선 돈 호세를 조금 더 폭력성이 내재한 인물로 다룬다고. “돈 호세는 처음엔 자연스럽고 열정이 어느 정도 있다가 점점 광기가 서리면서 거의 미친 사람처럼 극적으로 바뀝니다. 단정한 군인이었다가 강도가 되고, 더 나아가서 폐인에 살인범이 되는 거잖아요. 인생이 파괴되는 과정에서 드러나는 (돈 호세의) 색깔이 다 다릅니다. 이런 각각의 감정을 전달하는 데 초점을 두면서 연기와 노래를 하려 합니다.”  콘서트 형식 더해 음악과 연기 모두 살려  이번 공연은 본래 콘서트 형태로 기획됐다. “원래는 무대장치 없이 턱시도를 입고 서서 노래하려 했어요. 그러다가 조금씩 움직임을 가미하는 쪽으로 욕심이 생겼죠. 관객분들의 흥미를 더 끌어올리기 위해서 ‘의상도 입을까, 액팅(연기)도 할까’ 하다가 이렇게 온 거죠. 사실 콘서트만 하면 (성악가로선) 더 좋아요. 액팅이 힘들 거든요. 콘서트와 액팅을 겸해야 하는 콘서트오페라는 도전적이에요.”    이용훈은 카르멘이 프랑스 오페라라는 점에도 주목했다. “이태리 오페라 음악은 마지막에 고음을 ‘빡’ 내고 끝나는 경우가 많아요. 그런데 비제 오페라에서 아리아는 트리플 피아니시모(아주 여리게)로 고음을 내다가 마지막에 저음으로 끝나곤 해요. (고음에서 저음으로 급변하는) 아주 대조적인 스타일이죠. 이탈리아 오페라가 폭발하듯 화려한 부분을 갖고 있다면 프렌치 오페라는 강렬하진 않아도 여운을 던져주는 향수를 담고 있어요. 카르멘의 아리아나 ‘투우사의 노래’와 같은 음악에선 극적인 부분도 많이 드러나죠. 아주 화려한 건 아니지만 귀에 쏙쏙 들어와요.”  이번 공연은 이용훈의 강력한 의지 덕분에 성사됐다. 그는 향후 4년 치 일정이 가득 차 있어 1~2년 내 일정을 새로 소화하기가 쉽지 않았지만 부산 무대에 서고자 기존 일정을 바꿨다. 부산콘서트홀도 그에게 작품 선택권을 줄 정도로 이용훈 섭외에 적극적이었다. 그는 공연 작품으로 한국에서 자신이 선보인 적 없던 ‘카르멘’이나 ‘토스카’를 제안했다. 정명훈은 이 중 카르멘을 골랐다. 이용훈은 “(정명훈 선생님은) 오페라 가수뿐 아니라 모든 합창단 사람 하나하나를 존중해주시고 항상 의견을 들어주시는 분”이라며 “가수가 편안하게 노래하도록 해주신다”고 강조했다.  이용훈은 내년 아르헨티나 부에노스아이레스로 건너가 오페라 ‘카발레리아 루스티카나’를 1부, ‘팔리아치’를 2부로 선보이는 공연에도 출연한다. 독일 뮌헨에서 오페라 ‘투란도트’를, 스페인 바르셀로나에서 ‘아이다’를 공연하는 일정도 잡혀 있다. 모두 주연을 맡는 무대다. “한국은 오페라나 클래식 음악에선 변방이지만 세계적인 아티스트가 굉장히 많은 나라에요. 부산콘서트홀과 같은 좋은 극장이 자리 잡으면 우리나라의 훌륭한 인재들이 자신의 음악을 고국에서 더 많이 선보이게 될 겁니다. 아시아인이 외국에서도 인정을 받았는데 같은 민족에게 인정 못 받겠어요? 외국에서도 이번 공연을 보러 팬분들이 온다고 해요. 이러한 공연 기반이 전국적으로 넓어졌으면 합니다.”",2025.12.19. 오후 2:42,https://n.news.naver.com/mnews/article/015/0005226802
그린리소스 수주공시 - 팜혼합물 단기 물품공급계약 29.5억원 (매출액대비 15.95 %),"12월 19일 그린리소스(402490)는 수주공시를 발표했다.  ◆그린리소스 수주공시 개요 - 팜혼합물 단기 물품공급계약 29.5억원 (매출액대비 15.95 %)  그린리소스(402490)는 팜혼합물 단기 물품공급계약에 관한 단일판매ㆍ공급계약체결 을 19일에 공시했다. 계약 상대방은 (주)미라클에너지이고, 계약금액은 29.5억원 규모로 최근 그린리소스 매출액 185억원 대비 약 15.95 % 수준이다. 이번 계약의 기간은 2025년 12월 19일 부터 2026년 03월 18일까지로 약 2개월이다. 한편 이번 계약수주는 2025년 12월 19일에 체결된 것으로 보고되었다.    수주 공시는 향후 기업의 실적에 직접적인 영향을 미치기 때문에 계약의 규모, 계약 기간 등에 대해서 주의 깊게 살펴볼 필요가 있다. 특히 수주 공시가 늘어나는데 주가는 움직이지 않는다면 매수 관점에서 접근해 볼 수도 있다.  한경로보뉴스  이 기사는 한국경제신문과 금융 AI 전문기업 씽크풀이 공동 개발한 기사 자동생성 알고리즘에 의해 실시간으로 작성된 것입니다.",2025.12.19. 오후 2:41,https://n.news.naver.com/mnews/article/015/0005226801
가재울뉴타울 '마지막 퍼즐' 완성…도곡개포한신은 49층 792가구로,"서울 서대문구 가재울 재정비촉진지구의 ‘마지막 퍼즐’인 가재울7구역에 지상 40층, 1400여가구를 짓는 정비계획이 확정됐다. 매봉역(수도권지하철 3호선) 역세권인 강남구 도곡개포한신아파트는 49층, 792가구로 탈바꿈한다.  서울시는 제13차 정비사업 통합심의위원회에서 ‘가재울7구역 주택재개발 정비사업’ 등 6건의 건축·경관·교통·환경 등 7개 분야 통합심의(안)을 가결했다고 19일 밝혔다. 가재울7구역은 서대문구 북가좌동 80 일대에 지하 4층~지상 40층, 13개 동, 1435가구(임대주택 199가구 포함)를 건설하는 프로젝트다.  가재울7구역은 2012년 촉진구역 지정 이후 10년 넘게 사업이 표류했다. 작년 9월 정비계획이 수정된 이후 본격적인 추진 궤도에 올랐다. 1만2000여 가구 규모 가재울지구의 마지막 사업장으로, 서북권의 대규모 주거타운의 마지막 퍼즐이 맞춰진다는 의미가 있다. 내년 사업시행계획 인가, 2027년 관리처분계획 인가, 2028년 착공, 2031년 준공을 목표로 사업을 추진한다.  강북권의 대표 재개발 사업장인 노원구 상계동 상계5구역은 39층, 1860가구 규모의 친환경 대단지로 거듭난다. 2009년 조합설립 이후 15년 넘게 별다른 진척이 없었는데, 앞으론 사업이 본격 추진된다. 특별건축구역 지정으로 높이 제한이 완화돼, 층수를 33층에서 39층으로 높이기로 했다. 4호선 불암산역이 가깝다.  강남권에선 강남구 도곡동 도곡개포한신도 통합심의 문턱을 넘었다. 1985년에 지상 9층, 620가구 규모로 지어진 이 단지는 49층, 792가구로 재건축된다. 매봉역과 남부순환로, 언주로 등이 가까운 강남권 핵심 입지를 갖췄다. 매봉산과 양재천 등도 인접해 주거환경도 좋다는 평가가 나온다.  동대문구 답십리동 952 일대 답십리 자동차 부품상가는 산업·주거 복합 거점시설로 재탄생한다. 용적률 768%를 적용해 지하 7층~지상 33층 규모로 지어지는데, 공동주택은 729가구 공급된다. 지역 특성에 맞게 지상 1~2층엔 자동차와 이동 수단 관련 판매시설이 들어선다. 이외에도 중랑구 중화동 중화우성타운 재건축, 중구 을지로3가구역 제13지구 도시정비형 사업 등도 통합심의를 통과했다.",2025.12.19. 오후 2:41,https://n.news.naver.com/mnews/article/015/0005226800
"""단 하루를 살아도 나답게""…1세대 연극 스타 윤석화 별세","""단 하루를 살아도 나답게 살고 싶어요.""   '1세대 스타 연극 배우' 윤석화가 19일 별세했다. 병마와 싸우면서도 '인생'이라는 무대에서 '나다움'을 잃지 않고 싶다는 명대사를 남기고서다. 향년 69세.  19일 한국연극배우협회에 따르면 뇌종양으로 투병해 온 윤석화는 이날 오전 10시께 서울 신촌세브란스병원에서 가족이 지켜보는 가운데 눈을 감았다.  그는 2022년 7월 연극 '햄릿' 무대에 선 뒤 같은 해 10월 뇌종양 판정을 받았다. 하루를 살더라도 '윤석화다움'을 포기하고 싶지 않다며 고통스러운 항암 치료 대신 자연 요법을 택했다. 투병 중이던 2023년 한 인터뷰에서 그는 ""저를 기다리는 관객들을 위해 죽기 전에 짠 하고 나타나고 싶다. 무대에서만큼은 아름다웠다고 누군가가 기억해주길 바란다""며 50년 넘게 누빈 연극 무대에 깊은 애정을 드러냈다. 마지막까지 무대 복귀를 꿈꿨지만 2023년 LG아트센터 서울에서 선배 손숙의 데뷔 60주년 기념 연극 '토카타'에 5분가량 우정 출연한 것이 끝내 그의 유작이 됐다.  1956년 서울에서 태어난 그는 'CM송의 요정'으로 먼저 이름을 알렸다. '오란씨', '부라보콘' 등의 광고에서 특유의 허스키하면서도 부드러운 목소리로 대중의 귀를 사로잡았다. 직접 출연한 커피 CF에서 '저도 알고 보면 부드러운 여자예요'라는 대사를 유행시키기도 했다.  1975년 연극 '꿀맛'으로 데뷔했다. 무명 배우에 가까웠던 그는 1983년 연극 '신의 아그네스'에 출연하며 연극계 스타로 급부상했다. 갓난 아이를 죽인 수녀 '아그네스' 역을 열연해 평단과 대중의 찬사를 한몸에 받았다. 이 작품은 당시 국내 최장기 공연(약 10개월)에 6만 관객을 동원하는 진기록을 세웠다. 연극 '딸에게 보내는 편지'(1992년)에서 재즈 여가수 멜라니를 연기했고, '마스터 클래스'(1998)에서는 전설의 소프라노 마리아 칼라스 역을 맡았다. 2000년 당대 톱스타 박정자, 손숙과 함께 안톤 체호프의 연극 '세 자매'에 출연하며 여성 연극인의 시대를 열었다.   뮤지컬 무대에서도 강렬했다. 1994년 뮤지컬 '아가씨와 건달들'(1994)에서는 쇼걸 아들레이드를, 이듬해 '명성황후'에서는 비극적 운명의 명성황후를 맡아 다채로운 매력을 보여줬다.  무대에 대한 열정은 연출과 제작으로 뻗어나갔다. 2003년 배우 최정원, 박건형 등이 출연한 뮤지컬 '토요일 밤의 열기'를 연출해 이듬해 한국뮤지컬대상 연출상을 수상했다. 그가 제작에 참여한 뮤지컬 '톱 햇'(Top Hat)은 영국 공연계 최고 권위의 로렌스 올리비에상에서 작품상을 받았다. 1994년 자신의 이름을 딴 종합엔터테인먼트사 돌꽃컴퍼니를 설립해 만화영화 '홍길동 95'를 제작했다. 1999년에는 경영난을 겪던 공연예술 월간지 '객석'을 인수해 2013년까지 발행인을 맡았다. 2002∼2020년에는 대학로 소극장 '정미소'를 운영하며 후배 배우들이 마음껏 연기를 펼칠 수 있는 환경을 제공했다. 백상예술대상 여자연기상을 네 차례 받았고, 동아연극상, 서울연극제, 이해랑 연극상 등을 받았다.  입양 문화 활성화에도 앞장섰다. 2003년과 2007년 각각 아들과 딸을 입양한 그는 입양 홍보대사로 활동하는 등 폐쇄적인 한국의 가족 문화 풍토를 변화시키는 데 힘썼다. 2005년에는 그 공로를 인정받아 대통령 표창을 받았다.  빈소는 신촌세브란스병원 장례식장에 마련됐다. 유족으로는 남편 김석기 전 중앙종합금융 대표와 아들 김수민, 딸 김수화가 있다. 발인은 21일 오전 9시, 장지는 용인공원 아너스톤이다.",2025.12.19. 오후 2:39,https://n.news.naver.com/mnews/article/015/0005226799
[속보] '수십억 횡령' 박수홍 친형 2심 징역 3년6개월…형수는 집유,[속보] '수십억 횡령' 박수홍 친형 2심 징역 3년6개월…형수는 집유,2025.12.19. 오후 2:34,https://n.news.naver.com/mnews/article/015/0005226798
은행 입점 청탁 대가로 1억원 수수…기업은행 前 부행장 구속기소,"신축 건물에 은행 지점을 입점시켜주는 대가로 거액의 금품을 받은 전직 기업은행 부행장이 구속 상태로 재판에 넘겨졌다.  서울중앙지검 반부패수사1부(부장검사 이희찬)는 19일 기업은행 전 부행장 A씨를 부정처사후수뢰 및 뇌물수수 혐의로 구속기소했다고 밝혔다. A씨는 2021년부터 2022년까지 기업은행 출신 부동산 시행업자 B씨로부터 인천의 한 공단 지역 신축 건물에 기업은행 지점을 입점시켜 달라는 청탁을 받고 금품을 수수한 혐의를 받는다.  검찰에 따르면 기업은행 실무자와 관련 위원회 위원들은 지점 과밀과 위치 부적합을 이유로 입점을 반대했다. 그럼에도 A씨가 지점을 입점을 강행하고, 그 대가로 1억1000만원 가량의 아파트 인테리어 비용을 대납받았다는 것이 검찰 판단이다. A씨는 2021년 경 170여만원 상당의 골프와 식사 접대를 받은 것으로도 확인됐다.  B씨 역시 이날 뇌물공여 혐의가 적용돼 A씨와 함께 불구속 기소됐다. B씨는 앞서 기업은행 불법대출 사건과 관련해 특정경제범죄가중처벌법상 사기 혐의로 지난 7월 1일 구속기소돼 재판을 받는 중이다.",2025.12.19. 오후 2:30,https://n.news.naver.com/mnews/article/015/0005226797
"대우건설, '동절기 현장 안전점검 릴레이 캠페인' 실시","대우건설이 19일 부산시 동구 범일동에 위치한 '블랑써밋74' 현장에서 동절기 한랭질환 및 질병성 재해 예방활동을 위한 안전점검을 실시했다고 밝혔다.  이번 점검은 국토교통부가 주관하는 '동절기 대비 현장점검 릴레이 캠페인'의 일환이다. 최고경영진이 직접 현장을 방문해 안전관리 실태를 점검하고 자발적인 참여를 통해 안전문화 확산에 기여한다는 취지다. 특히 겨울철 안전 취약시기를 맞아 현장 안전관리 전반을 집중적으로 점검하는데 중점을 뒀다.  대우건설 신동혁 최고안전보건책임자(CSO) 지휘 아래 실시된 이날 안전점검에서는 현장 곳곳에서 근로자의 작업환경과 건강을 살피고, 각종 안전장비와 시설을 점검했다. 아울러, 동절기 작업에 대비한 안전관리 현황을 재차 확인하였으며, 중대재해 근절을 위한 최고경영진의 의지를 전파하고 현장 근로자들의 의견을 청취했다.  이와는 별도로, 대우건설은 이달부터 3개월간 국내 모든 현장을 대상으로 '따뜻한 겨울나기 삼한사온+ 캠페인'을 실시 중이다. 현장 안전교육과 현장 내 각종 홍보물을 통해 한랭질환 3대 예방수칙 준수를 강조하는 한편, 콘크리트 양생 작업에서 일산화탄소 중독과 질식재해 예방을 위해 갈탄 등 화석연료 사용을 금지하고 열풍기 사용을 의무화했다.  협력회사를 포함한 모든 현장 근로자를 대상으로 취약시기 도래 전 건강검진 실시도 의무화했다. 이를 통해 겨울철 한랭질환에 취약한 고혈압, 당뇨, 뇌심혈관질환 이상 소견자 등 건강 관리가 필요한 근로자를 사전에 파악하여 집중 관리하고 있다.  대우건설은 '동절기 한랭질환 및 질병성 재해 예방활동 기준'을 수립하고, 한파 특보 단계에 따라 휴식시간을 충분히 보장하며 옥외작업을 최소화한다. 한파주의보가 발령될 경우 상황에 따라 작업중지 및 특별점검을 병행하고 한파경보 시에는 옥외작업을 최소화한다는 방침이다.  대우건설 관계자는 ""올해 CEO와 CSO의 현장 방문 안전점검 횟수가 155회에 이를 정도로 안전 관리에 대한 경영진의 의지가 확고하다""며 ""대우건설의 선진 안전문화 프로그램인 'CLEAR'를 더욱 확고히 실천함으로써 안전 최우선 경영 문화 정착에 앞장설 것""이라고 말했다.",2025.12.19. 오후 2:25,https://n.news.naver.com/mnews/article/015/0005226796
"'현대오토에버' 52주 신고가 경신, 가득한 내러티브 - 대신증권, BUY","◆ 최근 애널리스트 분석의견 - 가득한 내러티브 - 대신증권, BUY 12월 08일 대신증권의 김귀연 애널리스트는 현대오토에버에 대해 ""AI팩토리/로보틱스/자율주행 역할 확대 가능성에 단기 주가 급등세. 변동성 확대될 수 있으나, 로봇/자율주행/피지컬AI 수혜 가능성 여전. 보유한 역량을 바탕으로 확장할 수 있는 사업 영역에 집중할 필요""라고 분석하며, 투자의견 'BUY', 목표주가 '370,000원'을 제시했다.  한경로보뉴스  이 기사는 한국경제신문과 금융 AI 전문기업 씽크풀이 공동 개발한 기사 자동생성 알고리즘에 의해 실시간으로 작성된 것입니다.",2025.12.19. 오후 2:24,https://n.news.naver.com/mnews/article/015/0005226795
"李대통령 ""북한, 남한이 북침할까 걱정…탱크 넘어올까 다리 끊어""","이재명 대통령이 ""요즘 제가 남북 관계를 들여다보면 진짜 원수가 된 것 같다""며 ""과거엔 원수인 척했던 것 같은데, 진짜 원수가 되어 가는 것 같다""고 말했다.  이 대통령은 19일 정부서울청사 별관에서 열린 외교부(재외동포청)·통일부 업무보고 모두발언에서 ""불필요하게 강 대 강 정책을 취하는 바람에 정말로 (남북이 서로 간에) 증오하게 된 것 같다""며 ""1950년 전쟁 이후 북한이 전 분계선에 걸쳐 3중 철책을 치고 다리를 끊고 도로를 끊고 옹벽을 쌓고 이런 경우는 처음""이라고 밝혔다.  이 대통령은 ""'북한이 남침하려고 한다. 남한을 군사적으로 노리고 있다' 이런 얘기들도 많이 하고 그런 주장들이 상당히 근거 있게 보이기도 한다""면서도 ""현실을 들여다보면 북한은 남한이 북침하지 않을까 걱정해서 3중 철책을 치고, 혹시 탱크라도 넘어오지 않을까 해서 평원 지역엔 방벽을 쌓고 다리 끊고 도로 끊고 그러고 있다는 것""이라고 설명했다.  그러면서 ""인내심을 가지고 선제적으로, 주도적으로 남북 간 적대가 완화할 수 있도록, 신뢰가 조금이라도 싹틀 수 있도록 최선의 노력을 다해야 하지 않을까 싶다""며 ""그 역할은 역시 통일부가 해야 할 역할이라고 생각한다""고 강조했다.",2025.12.19. 오후 2:17,https://n.news.naver.com/mnews/article/015/0005226794
삼성전자 스마트폰 '두뇌' 엑시노스 2600 공개…갤S26 탑재,"삼성전자가 내년 초 출시 예정인 플래그십 스마트폰 '갤럭시 S26 시리즈'에 탑재될 모바일 애플리케이션 프로세서(AP) '엑시노스 2600'을 공개했다. AP는 스마트폰의 '두뇌'다. 엑시노스 2600은 업계 최초로 2나노 GAA 공정을 적용한 AP다.  삼성전자는 19일 자사 홈페이지에 엑시노스 2600의 세부 사항을 소개했다. 엑시노스 2600은 반도체 사업을 담당하는 DS(디바이스솔루션)부문의 시스템LSI가 설계하고, 삼성 파운드리가 최첨단 공정인 게이트올어라운드(GAA) 기반의 2나노(㎚·1㎚=10억분의 1m)로 제조한 반도체 칩이다.  삼성전자는 갤럭시S1부터 갤럭시S6까지 자체 개발 AP인 엑시노스를 탑재해왔다. 2010년부터 2015년 동안 엑시노스를 사용했으나 2016년부터 퀄컴 비중을 늘려 병용 탑재로 전환했다. 후에는 갤럭시S23과 갤럭시S25 시리즈는 보급형과 폴더블을 제외하고 엑시노스를 아예 탑재하지 않았다. 성능과 파운드리(반도체 수탁생산) 수율(양품 비중)이 발목을 잡아서다.  엑시노스가 갤럭시 S 시리즈에 다시 들어가는 것은 칩셋의 성능과 파운드리 수율이 모두 개선된 영향으로 해석된다. 애플과 퀄컴은 TSMC의 파운드리 공정을 이용한다. 엑시노스는 삼성 파운드리가 생산한다.  특히 삼성전자는 홈페이지에 엑시노스 2600의 제품 상태를 '대량 양산'(Mass production)으로 표기했다. 칩을 대량 생산할 수 있을 만큼 수율이 올라온 것.  엑시노스 2600은 갤럭시 S26 시리즈에 탑재될 예정이다. 중앙처리장치(CPU)·신경망처리장치(NPU)·그래픽처리장치(GPU)를 하나로 통합한 엑시노스 2600은 향상된 인공지능(AI)·게이밍 경험을 제공한다.  특히 최신 암(Arm) 아키텍처 기반의 데카 코어(코어 수 10개)로 중앙처리장치(CPU) 연산 성능이 전작(엑시노스 2500)보다 최대 39%, 강력한 NPU로 생성형 AI 성능은 113% 향상됐다.  또 모바일 SoC(시스템 온 칩) 최초로 'HPB'(히트 패스 블록)를 도입해 열 저항을 최대 16% 감소시켜 고부하 상황에서도 칩 내부 온도를 안정적으로 유지하도록 했다. 이와 함께 최대 320MP(메가픽셀) 초고해상도 카메라를 지원한다. 새롭게 도입된 AI 기반 시각 인지 시스템(VPS), APV™ 코덱 등으로 더욱 선명한 사진을 얻을 수 있다.  삼성전자는 내년 2월 말 미국에서 신제품 공개 행사 '갤럭시 언팩 2026'을 열고 갤럭시 S26 시리즈를 선보인다.",2025.12.19. 오후 2:17,https://n.news.naver.com/mnews/article/015/0005226793
